StationName,StationLocation,DateTime,RecordId,RoadSurfaceTemperature,AirTemperature
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 02:14:00 AM,3818250,41.89,41.89
AuroraBridge,POINT (-122.347278 47.643174),02/24/2020 02:18:00 AM,3753392,44.51,41.58
AuroraBridge,POINT (-122.347278 47.643174),02/24/2020 02:19:00 AM,3753393,44.48,41.59
AuroraBridge,POINT (-122.347278 47.643174),02/24/2020 02:20:00 AM,3753394,44.48,41.61
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:06:00 AM,3822795,43.38,42.98
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:07:00 AM,3822796,43.36,42.98
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:08:00 AM,3822797,43.34,42.98
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:09:00 AM,3822798,43.33,42.96
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:10:00 AM,3822799,43.31,42.94
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:11:00 AM,3822800,43.29,42.91
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:12:00 AM,3822801,43.28,42.91
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:13:00 AM,3822802,43.26,42.91
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:14:00 AM,3822803,43.25,42.92
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:15:00 AM,3822804,43.23,42.93
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:16:00 AM,3822805,43.21,42.90
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:17:00 AM,3822806,43.20,42.88
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:18:00 AM,3822807,43.18,42.90
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:19:00 AM,3822808,43.16,42.89
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:20:00 AM,3822809,43.14,42.86
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 02:06:00 AM,3729817,41.04,44.20
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 02:07:00 AM,3729818,41.03,44.11
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 02:08:00 AM,3729819,41.01,44.12
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 02:09:00 AM,3729820,41.00,44.30
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 02:10:00 AM,3729821,40.99,44.38
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 02:11:00 AM,3729822,40.97,44.43
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 02:12:00 AM,3729823,40.95,44.45
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 02:13:00 AM,3729824,40.95,44.23
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 02:14:00 AM,3729825,40.94,44.10
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 02:15:00 AM,3729826,40.92,44.13
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 02:16:00 AM,3729827,40.91,44.18
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 02:17:00 AM,3729828,40.89,44.45
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 02:18:00 AM,3729829,40.88,44.40
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 02:19:00 AM,3729830,40.87,44.45
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 02:20:00 AM,3729831,40.87,44.33
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:16:00 AM,2671418,43.12,43.12
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:17:00 AM,2671419,43.11,43.11
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:18:00 AM,2671420,43.10,43.10
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:19:00 AM,2671421,43.10,43.10
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:20:00 AM,2671422,43.10,43.10
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:21:00 AM,2671423,43.09,43.09
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:22:00 AM,2671424,43.08,43.08
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:23:00 AM,2671425,43.08,43.08
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:24:00 AM,2671426,43.08,43.08
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:25:00 AM,2671427,43.08,43.08
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:26:00 AM,2671428,43.07,43.07
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:27:00 AM,2671429,43.07,43.07
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:28:00 AM,2671430,43.07,43.07
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:29:00 AM,2671431,43.07,43.07
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:30:00 AM,2671432,43.06,43.06
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:26:00 AM,2777108,40.47,41.57
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:27:00 AM,2777109,40.45,41.59
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:28:00 AM,2777110,40.43,41.64
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:29:00 AM,2777111,40.41,41.66
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:30:00 AM,2777112,40.40,41.72
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:31:00 AM,2777113,40.38,41.76
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:32:00 AM,2777114,40.37,41.76
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:33:00 AM,2777115,40.36,41.75
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:34:00 AM,2777116,40.35,41.72
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:35:00 AM,2777117,40.34,41.68
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:36:00 AM,2777118,40.33,41.64
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:37:00 AM,2777119,40.30,41.60
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:38:00 AM,2777120,40.29,41.60
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:39:00 AM,2777121,40.27,41.60
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:40:00 AM,2777122,40.26,41.60
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:26:00 AM,3822815,43.04,42.86
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:27:00 AM,3822816,43.02,42.90
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:28:00 AM,3822817,43.00,42.88
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:29:00 AM,3822818,42.99,42.87
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:30:00 AM,3822819,42.97,42.84
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:31:00 AM,3822820,42.96,42.85
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:32:00 AM,3822821,42.94,42.83
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:33:00 AM,3822822,42.93,42.77
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:34:00 AM,3822823,42.91,42.69
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:35:00 AM,3822824,42.89,42.65
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:36:00 AM,3822825,42.87,42.63
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:37:00 AM,3822826,42.85,42.59
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:38:00 AM,3822827,42.83,42.55
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:39:00 AM,3822828,42.81,42.57
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 02:40:00 AM,3822829,42.78,42.60
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 02:26:00 AM,3782900,42.68,42.65
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 02:27:00 AM,3782901,42.65,42.66
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 02:28:00 AM,3782902,42.64,42.74
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 02:29:00 AM,3782903,42.63,42.74
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 02:30:00 AM,3782904,42.61,42.72
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 02:31:00 AM,3782905,42.61,42.75
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 02:32:00 AM,3782906,42.59,42.81
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 02:33:00 AM,3782907,42.61,42.81
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 02:34:00 AM,3782908,42.60,42.77
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 02:35:00 AM,3782909,42.60,42.73
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 02:36:00 AM,3782910,42.60,42.65
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 02:37:00 AM,3782911,42.59,42.61
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 02:38:00 AM,3782912,42.58,42.72
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 02:39:00 AM,3782913,42.58,42.75
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 02:40:00 AM,3782914,42.57,42.67
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),02/24/2020 02:36:00 AM,681389,37.65,41.39
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),02/24/2020 02:37:00 AM,681390,37.66,41.38
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),02/24/2020 02:38:00 AM,681391,37.68,41.42
AuroraBridge,POINT (-122.347278 47.643174),02/25/2020 02:15:00 PM,3755549,49.10,48.93
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),02/24/2020 02:39:00 AM,681392,37.69,41.43
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),02/24/2020 02:40:00 AM,681393,37.69,41.44
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),02/24/2020 02:41:00 AM,681394,37.69,41.45
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),02/24/2020 02:42:00 AM,681395,37.70,41.43
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),02/24/2020 02:43:00 AM,681396,37.71,41.41
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:15:00 AM,2777097,40.68,41.67
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:16:00 AM,2777098,40.65,41.65
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:17:00 AM,2777099,40.64,41.64
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:18:00 AM,2777100,40.61,41.62
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:19:00 AM,2777101,40.60,41.59
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:20:00 AM,2777102,40.57,41.55
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:21:00 AM,2777103,40.56,41.54
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:22:00 AM,2777104,40.53,41.54
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:23:00 AM,2777105,40.52,41.57
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:24:00 AM,2777106,40.50,41.56
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:25:00 AM,2777107,40.49,41.55
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:26:00 AM,2777108,40.47,41.57
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:27:00 AM,2777109,40.45,41.59
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:28:00 AM,2777110,40.43,41.64
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:29:00 AM,2777111,40.41,41.66
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:26:00 AM,2671428,43.07,43.07
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:27:00 AM,2671429,43.07,43.07
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:28:00 AM,2671430,43.07,43.07
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:29:00 AM,2671431,43.07,43.07
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:30:00 AM,2671432,43.06,43.06
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:31:00 AM,2671433,43.06,43.06
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:32:00 AM,2671434,43.05,43.05
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:33:00 AM,2671435,43.05,43.05
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:34:00 AM,2671436,43.04,43.04
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:35:00 AM,2671437,43.03,43.03
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:36:00 AM,2671438,43.03,43.03
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:37:00 AM,2671439,43.02,43.02
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:38:00 AM,2671440,43.02,43.02
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:39:00 AM,2671441,43.01,43.01
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:40:00 AM,2671442,43.01,43.01
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:36:00 AM,2777118,40.33,41.64
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:37:00 AM,2777119,40.30,41.60
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:38:00 AM,2777120,40.29,41.60
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:39:00 AM,2777121,40.27,41.60
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:40:00 AM,2777122,40.26,41.60
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:41:00 AM,2777123,40.25,41.58
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:42:00 AM,2777124,40.23,41.56
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:43:00 AM,2777125,40.21,41.55
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:44:00 AM,2777126,40.20,41.54
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:45:00 AM,2777127,40.18,41.52
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:46:00 AM,2777128,40.18,41.51
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:47:00 AM,2777129,40.16,41.48
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:48:00 AM,2777130,40.14,41.46
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:49:00 AM,2777131,40.13,41.45
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:50:00 AM,2777132,40.12,41.46
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 02:36:00 PM,2777838,57.47,47.97
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 05:22:00 PM,3730733,49.53,49.77
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 05:23:00 PM,3730734,49.49,49.99
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 05:24:00 PM,3730735,49.47,50.12
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 05:25:00 PM,3730736,49.45,50.25
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 05:26:00 PM,3730737,49.42,50.32
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 05:27:00 PM,3730738,49.40,50.19
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 05:28:00 PM,3730739,49.37,50.34
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 05:29:00 PM,3730740,49.36,50.50
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 05:21:00 PM,3819157,51.13,51.13
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 05:30:00 PM,3730741,49.33,50.57
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 05:16:00 PM,3783790,53.04,46.01
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 05:22:00 PM,3819158,51.10,51.10
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 05:17:00 PM,3783791,52.99,46.00
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 05:18:00 PM,3783792,52.93,45.96
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 05:19:00 PM,3783793,52.88,45.96
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 05:20:00 PM,3783794,52.83,45.96
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 05:21:00 PM,3783795,52.78,45.96
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 05:22:00 PM,3783796,52.73,45.95
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 05:23:00 PM,3783797,52.68,45.92
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 05:24:00 PM,3783798,52.64,45.88
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 05:23:00 PM,3819159,51.08,51.08
AuroraBridge,POINT (-122.347278 47.643174),02/24/2020 06:40:00 PM,3754374,49.31,44.68
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 05:24:00 PM,3819160,51.05,51.05
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/24/2020 07:04:00 PM,3817820,46.80,46.80
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 05:25:00 PM,3819161,51.03,51.03
NE45StViaduct,POINT (-122.301929 47.66127),02/24/2020 07:12:00 PM,3823821,48.98,44.80
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 05:26:00 PM,3819162,51.00,51.00
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 05:27:00 PM,3819163,50.97,50.97
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 05:28:00 PM,3819164,50.95,50.95
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 05:29:00 PM,3819165,50.92,50.92
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 05:30:00 PM,3819166,50.89,50.89
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 05:31:00 PM,3819167,50.88,50.88
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 05:32:00 PM,3819168,50.85,50.85
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 05:18:00 PM,3785232,52.25,49.23
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 05:19:00 PM,3785233,52.22,49.18
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 05:20:00 PM,3785234,52.19,49.16
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 05:21:00 PM,3785235,52.16,49.11
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 05:22:00 PM,3785236,52.14,49.10
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 05:23:00 PM,3785237,52.11,49.09
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 05:24:00 PM,3785238,52.08,49.07
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 05:25:00 PM,3785239,52.06,49.03
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 05:26:00 PM,3785240,52.03,49.00
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 05:27:00 PM,3785241,51.99,48.98
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 05:28:00 PM,3785242,51.97,48.95
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 05:29:00 PM,3785243,51.93,48.91
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 05:30:00 PM,3785244,51.90,48.89
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 05:31:00 PM,3785245,51.86,48.86
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 05:32:00 PM,3785246,51.82,48.84
AuroraBridge,POINT (-122.347278 47.643174),02/25/2020 05:18:00 PM,3755732,50.42,50.07
AuroraBridge,POINT (-122.347278 47.643174),02/25/2020 05:19:00 PM,3755733,50.42,50.18
AuroraBridge,POINT (-122.347278 47.643174),02/25/2020 05:20:00 PM,3755734,50.42,50.07
AuroraBridge,POINT (-122.347278 47.643174),02/25/2020 05:21:00 PM,3755735,50.41,50.00
AuroraBridge,POINT (-122.347278 47.643174),02/25/2020 05:22:00 PM,3755736,50.41,49.91
AuroraBridge,POINT (-122.347278 47.643174),02/25/2020 05:23:00 PM,3755737,50.40,49.83
MagnoliaBridge,POINT (-122.387341 47.633454),02/24/2020 02:29:00 AM,3782903,42.63,42.74
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:36:00 PM,2672158,44.97,44.97
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:37:00 PM,2672159,44.99,44.99
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:38:00 PM,2672160,45.00,45.00
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:39:00 PM,2672161,45.01,45.01
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:40:00 PM,2672162,45.03,45.03
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:41:00 PM,2672163,45.04,45.04
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:42:00 PM,2672164,45.05,45.05
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:43:00 PM,2672165,45.07,45.07
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:44:00 PM,2672166,45.08,45.08
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:45:00 PM,2672167,45.09,45.09
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:46:00 PM,2672168,45.11,45.11
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:47:00 PM,2672169,45.12,45.12
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:48:00 PM,2672170,45.12,45.12
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:49:00 PM,2672171,45.14,45.14
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/24/2020 02:50:00 PM,2672172,45.15,45.15
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 02:36:00 PM,3730567,50.74,48.78
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 02:37:00 PM,3730568,50.73,48.75
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/24/2020 02:38:00 PM,3730569,50.73,48.49
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 02:05:00 AM,2778527,42.59,40.41
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 02:06:00 AM,2778528,42.56,40.37
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 02:07:00 AM,2778529,42.54,40.32
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 02:08:00 AM,2778530,42.50,40.30
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 02:09:00 AM,2778531,42.48,40.30
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 02:10:00 AM,2778532,42.45,40.28
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 02:11:00 AM,2778533,42.42,40.25
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 02:12:00 AM,2778534,42.39,40.21
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 02:13:00 AM,2778535,42.37,40.17
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 02:14:00 AM,2778536,42.34,40.13
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 02:15:00 AM,2778537,42.31,40.08
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 02:16:00 AM,2778538,42.28,40.02
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 02:17:00 AM,2778539,42.25,39.98
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 02:18:00 AM,2778540,42.23,39.96
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 02:19:00 AM,2778541,42.20,39.92
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 02:06:00 AM,3731257,43.52,49.09
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 02:07:00 AM,3731258,43.49,49.10
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 02:08:00 AM,3731259,43.47,49.14
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 02:09:00 AM,3731260,43.45,49.08
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 02:10:00 AM,3731261,43.43,49.14
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 02:11:00 AM,3731262,43.40,49.11
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 02:12:00 AM,3731263,43.39,49.10
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 02:13:00 AM,3731264,43.37,49.15
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 02:14:00 AM,3731265,43.35,49.18
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 02:15:00 AM,3731266,43.32,49.13
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 02:16:00 AM,3731267,43.30,49.17
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 02:17:00 AM,3731268,43.28,49.18
